Number,Session,Gender,ID,Expression,Angle,Encoding_expression,Encoding_angle
259,A,F,08,Happy,Right,3,3
260,A,F,08,Happy,Half Left,3,0
261,A,F,08,Happy,Half Right,3,1
262,A,F,08,Happy,Straight,3,4
263,A,F,08,Neutral,Left,4,2
264,A,F,08,Neutral,Right,4,3
265,A,F,08,Neutral,Half Left,4,0
266,A,F,08,Neutral,Half Right,4,1
267,A,F,08,Neutral,Straight,4,4
268,A,F,08,Sad,Left,5,2
269,A,F,08,Sad,Right,5,3
270,A,F,08,Sad,Half Left,5,0
271,A,F,08,Sad,Half Right,5,1
272,A,F,08,Surprised,Left,6,2
273,A,F,08,Surprised,Right,6,3
274,A,F,08,Surprised,Half Left,6,0
275,A,F,08,Surprised,Half Right,6,1
276,A,F,08,Surprised,Straight,6,4
277,A,F,09,Afraid,Left,0,2
278,A,F,09,Afraid,Right,0,3
279,A,F,09,Afraid,Half Left,0,0
280,A,F,09,Afraid,Half Right,0,1
281,A,F,09,Afraid,Straight,0,4
282,A,F,09,Angry,Left,1,2
283,A,F,09,Angry,Right,1,3
284,A,F,09,Angry,Half Left,1,0
285,A,F,09,Angry,Half Right,1,1
286,A,F,09,Angry,Straight,1,4
287,A,F,09,Disgusted,Left,2,2
288,A,F,09,Disgusted,Right,2,3
289,A,F,09,Disgusted,Half Left,2,0
290,A,F,09,Disgusted,Half Right,2,1
291,A,F,09,Disgusted,Straight,2,4
292,A,F,09,Happy,Left,3,2
293,A,F,09,Happy,Right,3,3
294,A,F,09,Happy,Half Left,3,0
295,A,F,09,Happy,Half Right,3,1
296,A,F,09,Happy,Straight,3,4
297,A,F,09,Neutral,Left,4,2
298,A,F,09,Neutral,Right,4,3
299,A,F,09,Neutral,Half Left,4,0
300,A,F,09,Neutral,Half Right,4,1
301,A,F,09,Neutral,Straight,4,4
302,A,F,09,Sad,Left,5,2
303,A,F,09,Sad,Right,5,3
304,A,F,09,Sad,Half Left,5,0
305,A,F,09,Sad,Half Right,5,1
306,A,F,09,Sad,Straight,5,4
307,A,F,09,Surprised,Left,6,2
308,A,F,09,Surprised,Right,6,3
309,A,F,09,Surprised,Half Left,6,0
310,A,F,09,Surprised,Half Right,6,1
311,A,F,09,Surprised,Straight,6,4
312,A,F,10,Afraid,Left,0,2
313,A,F,10,Afraid,Half Left,0,0
314,A,F,10,Afraid,Half Right,0,1
315,A,F,10,Afraid,Straight,0,4
316,A,F,10,Angry,Left,1,2
317,A,F,10,Angry,Right,1,3
318,A,F,10,Angry,Half Left,1,0
319,A,F,10,Angry,Half Right,1,1
320,A,F,10,Angry,Straight,1,4
321,A,F,10,Disgusted,Left,2,2
322,A,F,10,Disgusted,Right,2,3
323,A,F,10,Disgusted,Half Left,2,0
324,A,F,10,Disgusted,Half Right,2,1
325,A,F,10,Disgusted,Straight,2,4
326,A,F,10,Happy,Left,3,2
327,A,F,10,Happy,Right,3,3
328,A,F,10,Happy,Half Left,3,0
329,A,F,10,Happy,Half Right,3,1
330,A,F,10,Happy,Straight,3,4
331,A,F,10,Neutral,Left,4,2
332,A,F,10,Neutral,Right,4,3
333,A,F,10,Neutral,Half Left,4,0
334,A,F,10,Neutral,Half Right,4,1
335,A,F,10,Neutral,Straight,4,4
336,A,F,10,Sad,Left,5,2
337,A,F,10,Sad,Right,5,3
338,A,F,10,Sad,Half Left,5,0
339,A,F,10,Sad,Half Right,5,1
340,A,F,10,Sad,Straight,5,4
341,A,F,10,Surprised,Left,6,2
342,A,F,10,Surprised,Right,6,3
343,A,F,10,Surprised,Half Left,6,0
344,A,F,10,Surprised,Half Right,6,1
345,A,F,10,Surprised,Straight,6,4
346,A,F,11,Afraid,Left,0,2
347,A,F,11,Afraid,Right,0,3
348,A,F,11,Afraid,Half Left,0,0
349,A,F,11,Afraid,Half Right,0,1
350,A,F,11,Afraid,Straight,0,4
351,A,F,11,Angry,Left,1,2
352,A,F,11,Angry,Right,1,3
353,A,F,11,Angry,Half Left,1,0
354,A,F,11,Angry,Half Right,1,1
355,A,F,11,Angry,Straight,1,4
356,A,F,11,Disgusted,Left,2,2
357,A,F,11,Disgusted,Right,2,3
358,A,F,11,Disgusted,Half Left,2,0
359,A,F,11,Disgusted,Half Right,2,1
360,A,F,11,Disgusted,Straight,2,4
361,A,F,11,Happy,Left,3,2
362,A,F,11,Happy,Right,3,3
363,A,F,11,Happy,Half Left,3,0
364,A,F,11,Happy,Half Right,3,1
365,A,F,11,Happy,Straight,3,4
366,A,F,11,Neutral,Left,4,2
367,A,F,11,Neutral,Right,4,3
368,A,F,11,Neutral,Half Right,4,1
369,A,F,11,Neutral,Straight,4,4
370,A,F,11,Sad,Left,5,2
371,A,F,11,Sad,Right,5,3
372,A,F,11,Sad,Half Left,5,0
373,A,F,11,Sad,Half Right,5,1
374,A,F,11,Sad,Straight,5,4
375,A,F,11,Surprised,Left,6,2
376,A,F,11,Surprised,Right,6,3
377,A,F,11,Surprised,Half Left,6,0
378,A,F,11,Surprised,Half Right,6,1
379,A,F,11,Surprised,Straight,6,4
380,A,F,12,Afraid,Left,0,2
381,A,F,12,Afraid,Right,0,3
382,A,F,12,Afraid,Half Left,0,0
383,A,F,12,Afraid,Half Right,0,1
384,A,F,12,Afraid,Straight,0,4
385,A,F,12,Angry,Left,1,2
386,A,F,12,Angry,Right,1,3
387,A,F,12,Angry,Half Left,1,0
388,A,F,12,Angry,Half Right,1,1
389,A,F,12,Angry,Straight,1,4
390,A,F,12,Disgusted,Left,2,2
391,A,F,12,Disgusted,Right,2,3
392,A,F,12,Disgusted,Half Left,2,0
393,A,F,12,Disgusted,Half Right,2,1
394,A,F,12,Disgusted,Straight,2,4
395,A,F,12,Happy,Left,3,2
396,A,F,12,Happy,Right,3,3
397,A,F,12,Happy,Half Left,3,0
398,A,F,12,Happy,Half Right,3,1
399,A,F,12,Happy,Straight,3,4
400,A,F,12,Neutral,Left,4,2
401,A,F,12,Neutral,Right,4,3
402,A,F,12,Neutral,Half Left,4,0
403,A,F,12,Neutral,Half Right,4,1
404,A,F,12,Neutral,Straight,4,4
405,A,F,12,Sad,Left,5,2
406,A,F,12,Sad,Right,5,3
407,A,F,12,Sad,Half Left,5,0
408,A,F,12,Sad,Half Right,5,1
409,A,F,12,Sad,Straight,5,4
410,A,F,12,Surprised,Left,6,2
411,A,F,12,Surprised,Right,6,3
412,A,F,12,Surprised,Half Left,6,0
413,A,F,12,Surprised,Half Right,6,1
414,A,F,12,Surprised,Straight,6,4
415,A,F,13,Afraid,Left,0,2
416,A,F,13,Afraid,Right,0,3
417,A,F,13,Afraid,Half Left,0,0
418,A,F,13,Afraid,Half Right,0,1
419,A,F,13,Afraid,Straight,0,4
420,A,F,13,Angry,Left,1,2
421,A,F,13,Angry,Right,1,3
422,A,F,13,Angry,Half Left,1,0
423,A,F,13,Angry,Half Right,1,1
424,A,F,13,Angry,Straight,1,4
425,A,F,13,Disgusted,Left,2,2
426,A,F,13,Disgusted,Right,2,3
427,A,F,13,Disgusted,Half Left,2,0
428,A,F,13,Disgusted,Half Right,2,1
429,A,F,13,Disgusted,Straight,2,4
430,A,F,13,Happy,Left,3,2
431,A,F,13,Happy,Right,3,3
432,A,F,13,Happy,Half Left,3,0
433,A,F,13,Happy,Half Right,3,1
434,A,F,13,Happy,Straight,3,4
435,A,F,13,Neutral,Left,4,2
436,A,F,13,Neutral,Right,4,3
437,A,F,13,Neutral,Half Left,4,0
438,A,F,13,Neutral,Half Right,4,1
439,A,F,13,Neutral,Straight,4,4
440,A,F,13,Sad,Left,5,2
441,A,F,13,Sad,Right,5,3
442,A,F,13,Sad,Half Left,5,0
443,A,F,13,Sad,Half Right,5,1
444,A,F,13,Sad,Straight,5,4
445,A,F,13,Surprised,Left,6,2
446,A,F,13,Surprised,Right,6,3
447,A,F,13,Surprised,Half Left,6,0
448,A,F,13,Surprised,Half Right,6,1
449,A,F,13,Surprised,Straight,6,4
450,A,F,14,Afraid,Left,0,2
451,A,F,14,Afraid,Right,0,3
452,A,F,14,Afraid,Half Left,0,0
453,A,F,14,Afraid,Half Right,0,1
454,A,F,14,Afraid,Straight,0,4
455,A,F,14,Angry,Left,1,2
456,A,F,14,Angry,Right,1,3
457,A,F,14,Angry,Half Left,1,0
458,A,F,14,Angry,Half Right,1,1
459,A,F,14,Angry,Straight,1,4
460,A,F,14,Disgusted,Left,2,2
461,A,F,14,Disgusted,Right,2,3
462,A,F,14,Disgusted,Half Left,2,0
463,A,F,14,Disgusted,Half Right,2,1
464,A,F,14,Disgusted,Straight,2,4
465,A,F,14,Happy,Left,3,2
466,A,F,14,Happy,Right,3,3
467,A,F,14,Happy,Half Left,3,0
468,A,F,14,Happy,Half Right,3,1
469,A,F,14,Happy,Straight,3,4
470,A,F,14,Neutral,Left,4,2
471,A,F,14,Neutral,Right,4,3
472,A,F,14,Neutral,Half Left,4,0
473,A,F,14,Neutral,Half Right,4,1
474,A,F,14,Neutral,Straight,4,4
475,A,F,14,Sad,Left,5,2
476,A,F,14,Sad,Right,5,3
477,A,F,14,Sad,Half Left,5,0
478,A,F,14,Sad,Half Right,5,1
479,A,F,14,Sad,Straight,5,4
480,A,F,14,Surprised,Left,6,2
481,A,F,14,Surprised,Right,6,3
482,A,F,14,Surprised,Half Left,6,0
483,A,F,14,Surprised,Half Right,6,1
484,A,F,14,Surprised,Straight,6,4
485,A,F,15,Afraid,Left,0,2
486,A,F,15,Afraid,Right,0,3
487,A,F,15,Afraid,Half Left,0,0
488,A,F,15,Afraid,Half Right,0,1
489,A,F,15,Afraid,Straight,0,4
490,A,F,15,Angry,Left,1,2
491,A,F,15,Angry,Right,1,3
492,A,F,15,Angry,Half Left,1,0
493,A,F,15,Angry,Half Right,1,1
494,A,F,15,Angry,Straight,1,4
495,A,F,15,Disgusted,Left,2,2
496,A,F,15,Disgusted,Right,2,3
497,A,F,15,Disgusted,Half Left,2,0
498,A,F,15,Disgusted,Half Right,2,1
499,A,F,15,Disgusted,Straight,2,4
500,A,F,15,Happy,Left,3,2
501,A,F,15,Happy,Right,3,3
502,A,F,15,Happy,Half Left,3,0
503,A,F,15,Happy,Half Right,3,1
504,A,F,15,Happy,Straight,3,4
505,A,F,15,Neutral,Left,4,2
506,A,F,15,Neutral,Right,4,3
507,A,F,15,Neutral,Half Left,4,0
508,A,F,15,Neutral,Half Right,4,1
509,A,F,15,Neutral,Straight,4,4
510,A,F,15,Sad,Left,5,2
511,A,F,15,Sad,Right,5,3
512,A,F,15,Sad,Half Left,5,0
513,A,F,15,Sad,Half Right,5,1
514,A,F,15,Sad,Straight,5,4
515,A,F,15,Surprised,Left,6,2
516,A,F,15,Surprised,Right,6,3
517,A,F,15,Surprised,Half Left,6,0
518,A,F,15,Surprised,Half Right,6,1
519,A,F,15,Surprised,Straight,6,4
520,A,F,16,Afraid,Left,0,2
521,A,F,16,Afraid,Right,0,3
522,A,F,16,Afraid,Half Left,0,0
523,A,F,16,Afraid,Half Right,0,1
524,A,F,16,Afraid,Straight,0,4
525,A,F,16,Angry,Left,1,2
526,A,F,16,Angry,Right,1,3
527,A,F,16,Angry,Half Left,1,0
528,A,F,16,Angry,Half Right,1,1
529,A,F,16,Angry,Straight,1,4
530,A,F,16,Disgusted,Left,2,2
531,A,F,16,Disgusted,Right,2,3
532,A,F,16,Disgusted,Half Left,2,0
533,A,F,16,Disgusted,Half Right,2,1
534,A,F,16,Disgusted,Straight,2,4
535,A,F,16,Happy,Left,3,2
536,A,F,16,Happy,Right,3,3
537,A,F,16,Happy,Half Left,3,0
538,A,F,16,Happy,Half Right,3,1
539,A,F,16,Happy,Straight,3,4
540,A,F,16,Neutral,Left,4,2
541,A,F,16,Neutral,Right,4,3
542,A,F,16,Neutral,Half Left,4,0
543,A,F,16,Neutral,Half Right,4,1
544,A,F,16,Neutral,Straight,4,4
545,A,F,16,Sad,Left,5,2
546,A,F,16,Sad,Right,5,3
547,A,F,16,Sad,Half Left,5,0
548,A,F,16,Sad,Half Right,5,1
549,A,F,16,Sad,Straight,5,4
550,A,F,16,Surprised,Left,6,2
551,A,F,16,Surprised,Right,6,3
552,A,F,16,Surprised,Half Left,6,0
553,A,F,16,Surprised,Half Right,6,1
554,A,F,16,Surprised,Straight,6,4
555,A,F,17,Afraid,Left,0,2
556,A,F,17,Afraid,Right,0,3
557,A,F,17,Afraid,Half Left,0,0
558,A,F,17,Afraid,Half Right,0,1
559,A,F,17,Afraid,Straight,0,4
560,A,F,17,Angry,Left,1,2
561,A,F,17,Angry,Right,1,3
562,A,F,17,Angry,Half Left,1,0
563,A,F,17,Angry,Half Right,1,1
564,A,F,17,Angry,Straight,1,4
565,A,F,17,Disgusted,Left,2,2
566,A,F,17,Disgusted,Right,2,3
567,A,F,17,Disgusted,Half Left,2,0
568,A,F,17,Disgusted,Half Right,2,1
569,A,F,17,Disgusted,Straight,2,4
570,A,F,17,Happy,Left,3,2
571,A,F,17,Happy,Right,3,3
572,A,F,17,Happy,Half Left,3,0
573,A,F,17,Happy,Half Right,3,1
574,A,F,17,Happy,Straight,3,4
575,A,F,17,Neutral,Left,4,2
576,A,F,17,Neutral,Right,4,3
577,A,F,17,Neutral,Half Left,4,0
578,A,F,17,Neutral,Half Right,4,1
579,A,F,17,Neutral,Straight,4,4
580,A,F,17,Sad,Left,5,2
581,A,F,17,Sad,Right,5,3
582,A,F,17,Sad,Half Left,5,0
583,A,F,17,Sad,Half Right,5,1
584,A,F,17,Sad,Straight,5,4
585,A,F,17,Surprised,Left,6,2
586,A,F,17,Surprised,Right,6,3
587,A,F,17,Surprised,Half Left,6,0
588,A,F,17,Surprised,Half Right,6,1
589,A,F,17,Surprised,Straight,6,4
590,A,F,18,Afraid,Left,0,2
591,A,F,18,Afraid,Right,0,3
592,A,F,18,Afraid,Half Left,0,0
593,A,F,18,Afraid,Half Right,0,1
594,A,F,18,Angry,Left,1,2
595,A,F,18,Angry,Right,1,3
596,A,F,18,Angry,Half Left,1,0
597,A,F,18,Angry,Half Right,1,1
598,A,F,18,Angry,Straight,1,4
599,A,F,18,Disgusted,Left,2,2
600,A,F,18,Disgusted,Right,2,3
601,A,F,18,Disgusted,Half Left,2,0
602,A,F,18,Disgusted,Half Right,2,1
603,A,F,18,Happy,Left,3,2
604,A,F,18,Happy,Right,3,3
605,A,F,18,Happy,Half Left,3,0
606,A,F,18,Happy,Half Right,3,1
607,A,F,18,Happy,Straight,3,4
608,A,F,18,Neutral,Left,4,2
609,A,F,18,Neutral,Right,4,3
610,A,F,18,Neutral,Half Left,4,0
611,A,F,18,Neutral,Half Right,4,1
612,A,F,18,Neutral,Straight,4,4
613,A,F,18,Sad,Left,5,2
614,A,F,18,Sad,Right,5,3
615,A,F,18,Sad,Half Left,5,0
616,A,F,18,Sad,Half Right,5,1
617,A,F,18,Surprised,Left,6,2
618,A,F,18,Surprised,Right,6,3
619,A,F,18,Surprised,Half Left,6,0
620,A,F,18,Surprised,Half Right,6,1
621,A,F,19,Afraid,Left,0,2
622,A,F,19,Afraid,Right,0,3
623,A,F,19,Afraid,Half Left,0,0
624,A,F,19,Afraid,Half Right,0,1
625,A,F,19,Afraid,Straight,0,4
626,A,F,19,Angry,Left,1,2
627,A,F,19,Angry,Right,1,3
628,A,F,19,Angry,Half Left,1,0
629,A,F,19,Angry,Half Right,1,1
630,A,F,19,Angry,Straight,1,4
631,A,F,19,Disgusted,Left,2,2
632,A,F,19,Disgusted,Right,2,3
633,A,F,19,Disgusted,Half Left,2,0
634,A,F,19,Disgusted,Half Right,2,1
635,A,F,19,Disgusted,Straight,2,4
636,A,F,19,Happy,Left,3,2
637,A,F,19,Happy,Right,3,3
638,A,F,19,Happy,Half Left,3,0
639,A,F,19,Happy,Half Right,3,1
640,A,F,19,Happy,Straight,3,4
641,A,F,19,Neutral,Left,4,2
642,A,F,19,Neutral,Right,4,3
643,A,F,19,Neutral,Half Left,4,0
644,A,F,19,Neutral,Half Right,4,1
645,A,F,19,Neutral,Straight,4,4
646,A,F,19,Sad,Left,5,2
647,A,F,19,Sad,Right,5,3
648,A,F,19,Sad,Half Left,5,0
649,A,F,19,Sad,Half Right,5,1
650,A,F,19,Sad,Straight,5,4
651,A,F,19,Surprised,Left,6,2
652,A,F,19,Surprised,Right,6,3
653,A,F,19,Surprised,Half Left,6,0
654,A,F,19,Surprised,Half Right,6,1
655,A,F,19,Surprised,Straight,6,4
656,A,F,20,Afraid,Left,0,2
657,A,F,20,Afraid,Right,0,3
658,A,F,20,Afraid,Half Left,0,0
659,A,F,20,Afraid,Half Right,0,1
660,A,F,20,Afraid,Straight,0,4
661,A,F,20,Angry,Left,1,2
662,A,F,20,Angry,Right,1,3
663,A,F,20,Angry,Half Left,1,0
664,A,F,20,Angry,Half Right,1,1
665,A,F,20,Angry,Straight,1,4
666,A,F,20,Disgusted,Left,2,2
667,A,F,20,Disgusted,Right,2,3
668,A,F,20,Disgusted,Half Right,2,1
669,A,F,20,Disgusted,Straight,2,4
670,A,F,20,Happy,Left,3,2
671,A,F,20,Happy,Right,3,3
